doc_title,source_url,jurisdiction,doc_date,doc_summary,tag1,tag2,tag3
2019.03.04 SR UBCM C2C Grant Application_Fall2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1074,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1074,escribe,ladysmith-archive,public-registry
2019.03.04 Attach_C2C report_2019_2020_C2C Application Guide.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1075,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1075,escribe,ladysmith-archive,public-registry
2019.03.04 SR 4th Ave Culvert.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1076,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1076,escribe,ladysmith-archive,public-registry
0037-075 Conceptual Options Report 2019.02.27.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1077,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1077,escribe,ladysmith-archive,public-registry
2019.02.27 Special Council Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1078,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1078,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Mar04_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1082,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1082,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Mar11_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1086,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1086,escribe,ladysmith-archive,public-registry
Agenda Package - MS Committee_Mar11_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1090,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1090,escribe,ladysmith-archive,public-registry
Agenda Package - Special Council Meeting_Mar11_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1094,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1094,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Mar18_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1095,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1095,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Mar18_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1096,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1096,escribe,ladysmith-archive,public-registry
Agenda Table of Contents - Closed Council Meeting_Mar18_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1097,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1097,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Apr01_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1101,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1101,escribe,ladysmith-archive,public-registry
Agenda Table of Contents - Council Meeting_Apr01_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1102,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1102,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Apr15_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1106,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1106,escribe,ladysmith-archive,public-registry
Agenda Table of Contents - Closed Council Meeting_Apr15_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1107,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1107,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Apr15_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1111,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1111,escribe,ladysmith-archive,public-registry
Agenda Table of Contents - Council Meeting_Apr15_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1112,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1112,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Apr15_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1116,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1116,escribe,ladysmith-archive,public-registry
Agenda Table of Contents - Closed Council Meeting_Apr15_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1117,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1117,escribe,ladysmith-archive,public-registry
Agenda Package - Special Council Meeting_Apr30_2019(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1127,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1127,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Jun17_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1131,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1131,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Jun17_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1135,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1135,escribe,ladysmith-archive,public-registry
Agenda Package - Special Council Meeting_Jul08_2019(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1136,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1136,escribe,ladysmith-archive,public-registry
Agenda Table of Contents - Special Council Meeting_Jul08_2019(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1137,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1137,escribe,ladysmith-archive,public-registry
Agenda Package - Special Council Meeting_Jul15_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1141,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1141,escribe,ladysmith-archive,public-registry
Agenda Table of Contents - Special Council Meeting_Jul15_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1142,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1142,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Jul15_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1143,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1143,escribe,ladysmith-archive,public-registry
Agenda Table of Contents - Closed Council Meeting_Jul15_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1144,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1144,escribe,ladysmith-archive,public-registry
Agenda Package - Special Council Meeting_Aug12_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1151,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1151,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Aug12_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1155,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1155,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Aug19_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1159,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1159,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Aug19_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1160,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1160,escribe,ladysmith-archive,public-registry
Agenda Package - MS Committee_Sep09_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1164,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1164,escribe,ladysmith-archive,public-registry
Agenda Package - Special Council Meeting_Sep09_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1168,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1168,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Sep09_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1172,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1172,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Sep16_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1176,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1176,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Sep16_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1180,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1180,escribe,ladysmith-archive,public-registry
Agenda Table of Contents - Closed Council Meeting_Sep16_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1181,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1181,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Oct07_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1185,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1185,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Oct07_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1189,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1189,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Oct07_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1193,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1193,escribe,ladysmith-archive,public-registry
Agenda Package - Closed Council Meeting_Oct21_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1197,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1197,escribe,ladysmith-archive,public-registry
Agenda Table of Contents - Closed Council Meeting_Oct21_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1198,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1198,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Oct21_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1199,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1199,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Nov04_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1203,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1203,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Nov18_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1207,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1207,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Nov18_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1211,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1211,escribe,ladysmith-archive,public-registry
Agenda Package - Special Council Meeting_Nov25_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1215,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1215,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Dec02_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1219,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1219,escribe,ladysmith-archive,public-registry
Agenda Package - Public Hearing and Special Council Meeting_Dec02_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1220,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1220,escribe,ladysmith-archive,public-registry
2018 Amend OCP 1488 (No.59) 336 Belaire.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1221,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1221,escribe,ladysmith-archive,public-registry
2020 Zoning Amendment (No.28) 336 Belaire.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1222,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1222,escribe,ladysmith-archive,public-registry
2018 Amend OCP 1488 (No.59) 336 Belaire(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1223,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1223,escribe,ladysmith-archive,public-registry
2020 Zoning Amendment (No.28) 336 Belaire(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1224,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1224,escribe,ladysmith-archive,public-registry
2019.11.04 SR OCP and Zoning Amendment 336 Belaire.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1225,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1225,escribe,ladysmith-archive,public-registry
2021 Zoning Amendment (No.29) Cannabis Retail Zoning.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1226,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1226,escribe,ladysmith-archive,public-registry
2021 Zoning Amendment (No.29) Cannabis Retail Zoning(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1227,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1227,escribe,ladysmith-archive,public-registry
2019.11.04 SR 3360-19-09_Zoning Bylaw Amend_Retail Cannabis.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1228,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1228,escribe,ladysmith-archive,public-registry
2019.12.02 public submissions 3360-19-07 reduced.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1229,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1229,escribe,ladysmith-archive,public-registry
Agenda Package - Public Hearing and Special Council Meeting_Dec02_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1233,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1233,escribe,ladysmith-archive,public-registry
Agenda Package - Special Council Meeting_Dec09_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1237,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1237,escribe,ladysmith-archive,public-registry
Agenda Package - MS Committee_Dec09_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1241,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1241,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Dec16_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1245,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1245,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Dec16_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1249,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1249,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Dec16_2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1253,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1253,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Jan07_2020.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1257,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1257,escribe,ladysmith-archive,public-registry
Agenda Package - Committee of the Whole_Jan14_2020.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1261,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1261,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Jan21_2020.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1265,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1265,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Jan21_2020.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1269,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1269,escribe,ladysmith-archive,public-registry
Agenda Package - Committee of the Whole_Jan28_2020.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1273,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1273,escribe,ladysmith-archive,public-registry
2020.02.03 Kin Canada Proclamation.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1274,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1274,escribe,ladysmith-archive,public-registry
2020.02.04 SR to Council DP19-19.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1275,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1275,escribe,ladysmith-archive,public-registry
2020.01.27 Draft DP 3060-19-19.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1276,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1276,escribe,ladysmith-archive,public-registry
2020.01.21 Public Hearing and Regular Council Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1277,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1277,escribe,ladysmith-archive,public-registry
2024 DCC Reduction Bylaw LRCA.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1278,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1278,escribe,ladysmith-archive,public-registry
2020.01.22 LaFF Request to Dedicate Tree_VanHorn.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=1279,Town of Ladysmith,,Index record for ladysmith escribe document identifier 1279,escribe,ladysmith-archive,public-registry
